host,service
"ch-web-wse04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-wse05-p.servicemanagement.com:9182","Server Service"
"ch-web-wse05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-wse05-p.servicemanagement.com:9182","Workstation Service"
"ch-web-wse05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-wse05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-wse05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-wse06-p.servicemanagement.com:9182","Server Service"
"ch-web-wse06-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-wse06-p.servicemanagement.com:9182","Workstation Service"
"ch-web-wse06-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-wse06-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-wse06-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-wse07-p.servicemanagement.com:9182","Server Service"
"ch-web-wse07-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-wse07-p.servicemanagement.com:9182","Workstation Service"
"ch-web-wse07-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-wse07-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-wse07-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-wse08-p:9182","Server Service"
"ch-web-wse08-p:9182","Symantec Endpoint Protection Service"
"ch-web-wse08-p:9182","Workstation Service"
"ch-web-wse08-p:9182","Quest KACE One Agent Service"
"ch-web-wse08-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-wse08-p:9182","Quest KACE Agent WatchDog Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Server Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Workstation Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wse-rplw01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Server Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Workstation Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wse-rplw01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Server Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Workstation Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wse-rplw01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Server Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wse-uat01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Workstation Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wse-uat01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Server Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Workstation Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wse-uat01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-wug-poller01.servicemanagement.com:9182","Server Service"
"ch-wug-poller01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-wug-poller01.servicemanagement.com:9182","Workstation Service"
"ch-wug-poller01.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-wug-poller01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-wug-poller01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"EUS-IVR05-D:9182","Server Service"
"EUS-IVR05-D:9182","Workstation Service"
"EUS-IVR05-D:9182","Quest KACE Agent WatchDog Service"
"EUS-IVR05-D:9182","Quest KACE Offline Scheduler Service"
"EUS-IVR05-D:9182","Quest KACE One Agent Service"
"EUS-IVR05-D:9182","Symantec Endpoint Protection Service"
"EUS-IVR06-P:9182","Server Service"
"EUS-IVR06-P:9182","Workstation Service"
"EUS-IVR06-P:9182","Quest KACE Agent WatchDog Service"
"EUS-IVR06-P:9182","Quest KACE Offline Scheduler Service"
"EUS-IVR06-P:9182","Quest KACE One Agent Service"
"EUS-IVR06-P:9182","Symantec Endpoint Protection Service"
"EUS-IVR06-P:9182","Electronic Workforce Service"
"kc-account01-p.servicemanagement.com:9182","Server Service"
"kc-account01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-account01-p.servicemanagement.com:9182","Workstation Service"
"kc-account01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-account01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-account01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-acct05-p.servicemanagement.com:9182","Server Service"
"kc-acct05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-acct05-p.servicemanagement.com:9182","Workstation Service"
"kc-acct05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-acct05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-acct05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-addc01-p.servicemanagement.com:9182","Server Service"
"kc-addc01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-addc01-p.servicemanagement.com:9182","Workstation Service"
"kc-addc01-p.servicemanagement.com:9182","Active Directory Web Services"
"kc-addc01-p.servicemanagement.com:9182","DFS Replication Service"
"kc-addc01-p.servicemanagement.com:9182","Kerberos KDC Service"
"kc-addc01-p.servicemanagement.com:9182","Netlogon Service"
"kc-addc01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-addc01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-addc01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-addc01-p.servicemanagement.com:9182","Active Directory Domain Services"
"kc-addc01-p.servicemanagement.com:9182","DNS Server Service"
"kc-addc02-p.servicemanagement.com:9182","Server Service"
"kc-addc02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-addc02-p.servicemanagement.com:9182","Workstation Service"
"kc-addc02-p.servicemanagement.com:9182","Active Directory Web Services"
"kc-addc02-p.servicemanagement.com:9182","DFS Replication Service"
"kc-addc02-p.servicemanagement.com:9182","Kerberos KDC Service"
"kc-addc02-p.servicemanagement.com:9182","Netlogon Service"
"kc-addc02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-addc02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-addc02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-addc02-p.servicemanagement.com:9182","Active Directory Domain Services"
"kc-addc02-p.servicemanagement.com:9182","DNS Server Service"
"kc-adfs01-rp.servicemanagement.com:9182","Server Service"
"kc-adfs01-rp.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-adfs01-rp.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-adfs01-rp.servicemanagement.com:9182","Workstation Service"
"kc-adfs01-rp.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-adfs01-rp.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-adfs01-rp.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-adfs01-rp.servicemanagement.com:9182","Jamf Infrastructure Manager Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Server Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Workstation Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-API-ACT01-D.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-API-ACT01-P:9182","Server Service"
"KC-API-ACT01-P:9182","Symantec Endpoint Protection Service"
"KC-API-ACT01-P:9182","Workstation Service"
"KC-API-ACT01-P:9182","Quest KACE One Agent Service"
"KC-API-ACT01-P:9182","Quest KACE Offline Scheduler Service"
"KC-API-ACT01-P:9182","Quest KACE Agent WatchDog Service"
"KC-API-ACT02-P:9182","Server Service"
"KC-API-ACT02-P:9182","Symantec Endpoint Protection Service"
"KC-API-ACT02-P:9182","Workstation Service"
"KC-API-ACT02-P:9182","Quest KACE One Agent Service"
"KC-API-ACT02-P:9182","Quest KACE Offline Scheduler Service"
"KC-API-ACT02-P:9182","Quest KACE Agent WatchDog Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Server Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Workstation Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-API-KNTR01-D.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Server Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Workstation Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-API-KNTR01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Server Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Workstation Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-API-KNTR02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app09-p.servicemanagement.com:9182","Server Service"
"kc-app09-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app09-p.servicemanagement.com:9182","Workstation Service"
"kc-app09-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app09-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app09-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app09-p.servicemanagement.com:9182","SMG EMS Response Manager Service"
"kc-app09-p.servicemanagement.com:9182","SMG EMS Event Manager Service"
"kc-app09-p.servicemanagement.com:9182","SMG EMS Configuration Detection Manager Service"
"kc-app09-p.servicemanagement.com:9182","SMG EMS Message Shovel Service"
"kc-app12-p.servicemanagement.com:9182","Server Service"
"kc-app12-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app12-p.servicemanagement.com:9182","Workstation Service"
"kc-app12-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app12-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app12-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-ARP01-D:9182","Server Service"
"KC-APP-ARP01-D:9182","Symantec Endpoint Protection Service"
"KC-APP-ARP01-D:9182","Workstation Service"
"KC-APP-ARP01-D:9182","Quest KACE One Agent Service"
"KC-APP-ARP01-D:9182","Quest KACE Offline Scheduler Service"
"KC-APP-ARP01-D:9182","Quest KACE Agent WatchDog Service"
"KC-APP-ARP01-P:9182","Server Service"
"KC-APP-ARP01-P:9182","Symantec Endpoint Protection Service"
"KC-APP-ARP01-P:9182","Workstation Service"
"KC-APP-ARP01-P:9182","Quest KACE One Agent Service"
"KC-APP-ARP01-P:9182","Quest KACE Offline Scheduler Service"
"KC-APP-ARP01-P:9182","Quest KACE Agent WatchDog Service"
"KC-APP-ARP02-P:9182","Server Service"
"KC-APP-ARP02-P:9182","Symantec Endpoint Protection Service"
"KC-APP-ARP02-P:9182","Workstation Service"
"KC-APP-ARP02-P:9182","Quest KACE One Agent Service"
"KC-APP-ARP02-P:9182","Quest KACE Offline Scheduler Service"
"KC-APP-ARP02-P:9182","Quest KACE Agent WatchDog Service"
"KC-APP-EMS02-P:9182","Server Service"
"KC-APP-EMS02-P:9182","Symantec Endpoint Protection Service"
"KC-APP-EMS02-P:9182","Workstation Service"
"KC-APP-EMS02-P:9182","Quest KACE One Agent Service"
"KC-APP-EMS02-P:9182","Quest KACE Offline Scheduler Service"
"KC-APP-EMS02-P:9182","Quest KACE Agent WatchDog Service"
"KC-APP-EMS02-P:9182","SMG EMS Response Manager Service"
"KC-APP-EMS02-P:9182","SMG EMS Event Manager Service"
"KC-APP-EMS02-P:9182","SMG EMS Configuration Detection Manager Service"
"KC-APP-EMS02-P:9182","SMG EMS Message Shovel Service"
"kc-app-ems04-p.servicemanagement.com:9182","Server Service"
"kc-app-ems04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-ems04-p.servicemanagement.com:9182","Workstation Service"
"kc-app-ems04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-ems04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-ems04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-ems04-p.servicemanagement.com:9182","SMG EMS Response Manager Service"
"kc-app-ems04-p.servicemanagement.com:9182","SMG EMS Event Manager Service"
"kc-app-ems04-p.servicemanagement.com:9182","SMG EMS Configuration Detection Manager Service"
"kc-app-ems04-p.servicemanagement.com:9182","SMG EMS Message Shovel Service"
"kc-app-ems05-p.servicemanagement.com:9182","Server Service"
"kc-app-ems05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-ems05-p.servicemanagement.com:9182","Workstation Service"
"kc-app-ems05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-ems05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-ems05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-ems05-p.servicemanagement.com:9182","SMG EMS Response Manager Service"
"kc-app-ems05-p.servicemanagement.com:9182","SMG EMS Event Manager Service"
"kc-app-ems05-p.servicemanagement.com:9182","SMG EMS Configuration Detection Manager Service"
"kc-app-ems05-p.servicemanagement.com:9182","SMG EMS Message Shovel Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Server Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG PGP Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Social Connector Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Audio Processing Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Rosetta Portal Connector Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Text Analytics Sentiment Correction Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Hierarchy Changeset Applicator Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Hierarchy Changeset Bulk Change Processor Service"
"KC-APP-GEN01-P.servicemanagement.com:9182","SMG Hierarchy Changeset Recurring File Processor Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Server Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-INT01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-INT01-P.servicemanagement.com:9182","SMG Queue Archiver Monitor Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Server Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Workstation Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-INT01-S.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Server Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Workstation Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-INT01-T.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-REPS01-D:9182","Server Service"
"KC-APP-REPS01-D:9182","Symantec Endpoint Protection Service"
"KC-APP-REPS01-D:9182","Workstation Service"
"KC-APP-REPS01-D:9182","Quest KACE One Agent Service"
"KC-APP-REPS01-D:9182","Quest KACE Offline Scheduler Service"
"KC-APP-REPS01-D:9182","Quest KACE Agent WatchDog Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Server Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-REPS01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Server Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-REPS02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-reps03-p.servicemanagement.com:9182","Server Service"
"kc-app-reps03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-reps03-p.servicemanagement.com:9182","Workstation Service"
"kc-app-reps03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-reps03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-reps03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-reps04-p.servicemanagement.com:9182","Server Service"
"kc-app-reps04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-reps04-p.servicemanagement.com:9182","Workstation Service"
"kc-app-reps04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-reps04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-reps04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-rr01-p.servicemanagement.com:9182","Server Service"
"kc-app-rr01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-rr01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-app-rr01-p.servicemanagement.com:9182","Workstation Service"
"kc-app-rr01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-rr01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-rr01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Server Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-RR02-P.servicemanagement.com:9182","World Wide Web Publishing Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-RR02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Server Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-APP-RR03-P.servicemanagement.com:9182","World Wide Web Publishing Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Workstation Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-APP-RR03-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Server Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Workstation Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Mail Marshal Engine Service"
"kc-app-smtp01-p.servicemanagement.com:9182","Mail Marshal Sender Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Server Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Workstation Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Mail Marshal Engine Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Mail Marshal Sender Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Mail Marshal Controller Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Mail Marshal Receiver Service"
"kc-app-smtp02-p.servicemanagement.com:9182","Mail Marshal Updater Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Server Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Workstation Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-ca-rp01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Server Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Workstation Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-ca-sign01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-dpa-as02.servicemanagement.com:9182","Server Service"
"kc-dpa-as02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-dpa-as02.servicemanagement.com:9182","Workstation Service"
"kc-dpa-as02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-dpa-as02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-dpa-as02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-dpa-as02.servicemanagement.com:9182","EMC DPA Application Service"
"kc-dpa-as02.servicemanagement.com:9182","EMC DPA Agent Service"
"kc-dpa-ds02.servicemanagement.com:9182","Server Service"
"kc-dpa-ds02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-dpa-ds02.servicemanagement.com:9182","Workstation Service"
"kc-dpa-ds02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-dpa-ds02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-dpa-ds02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-dpa-ds02.servicemanagement.com:9182","EMC DPA Agent Service"
"kc-dpa-ds02.servicemanagement.com:9182","EMC DPA Datastore Service"
"kc-exch16-01-p.servicemanagement.com:9182","Server Service"
"kc-exch16-01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-exch16-01-p.servicemanagement.com:9182","Workstation Service"
"kc-exch16-01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-exch16-01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-exch16-01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-exch16-01-p.servicemanagement.com:9182","IIS Admin Service"
"kc-exch16-01-p.servicemanagement.com:9182","Certificate Propagation Service"
"kc-exch16-01-p.servicemanagement.com:9182","ForeScout SecureConnector Service"
"kc-exch16-01-p.servicemanagement.com:9182","Group Policy Client Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Active Directory Topology Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Anti-spam Update Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Compliance Audit Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Compliance Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange DAG Management Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange EdgeSync Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Frontend Transport Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Health Manager Recovery Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Information Store Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Assistants Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Replication Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Transport Delivery Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Transport Submission Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Replication Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange RPC Client Access Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Search Host Controller Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Search Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Service Host Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Throttling Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Transport Log Search Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Transport Service"
