host,service
"kc-web-rate01-p.servicemanagement.com:9182","Server Service"
"kc-web-rate01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-rate01-p.servicemanagement.com:9182","Workstation Service"
"kc-web-rate01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-rate01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-rate01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-rate01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-web-rate01-p.servicemanagement.com:9182","IIS Admin Service"
"kc-web-rate02-p.servicemanagement.com:9182","Server Service"
"kc-web-rate02-p.servicemanagement.com:9182","Workstation Service"
"kc-web-rate02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-rate02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-rate02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-rate02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Server Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Workstation Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-rpt01-d.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT01-P:9182","Server Service"
"KC-WEB-RPT01-P:9182","Workstation Service"
"KC-WEB-RPT01-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT01-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT01-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT01-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT01-P:9182","IIS Admin Service"
"KC-WEB-RPT01-P:9182","World Wide Web Publishing Service"
"KC-WEB-RPT02-P:9182","Server Service"
"KC-WEB-RPT02-P:9182","Workstation Service"
"KC-WEB-RPT02-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT02-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT02-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT02-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT02-P:9182","IIS Admin Service"
"KC-WEB-RPT02-P:9182","World Wide Web Publishing Service"
"KC-WEB-RPT03-P:9182","Server Service"
"KC-WEB-RPT03-P:9182","Workstation Service"
"KC-WEB-RPT03-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT03-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT03-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT03-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT03-P:9182","IIS Admin Service"
"KC-WEB-RPT03-P:9182","World Wide Web Publishing Service"
"KC-WEB-RPT04-P:9182","Server Service"
"KC-WEB-RPT04-P:9182","Workstation Service"
"KC-WEB-RPT04-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT04-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT04-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT04-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT04-P:9182","IIS Admin Service"
"KC-WEB-RPT04-P:9182","World Wide Web Publishing Service"
"KC-WEB-RPT05-P:9182","Server Service"
"KC-WEB-RPT05-P:9182","Workstation Service"
"KC-WEB-RPT05-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT05-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT05-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT05-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT05-P:9182","IIS Admin Service"
"KC-WEB-RPT05-P:9182","World Wide Web Publishing Service"
"KC-WEB-RPT06-P:9182","Server Service"
"KC-WEB-RPT06-P:9182","Workstation Service"
"KC-WEB-RPT06-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-RPT06-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-RPT06-P:9182","Quest KACE One Agent Service"
"KC-WEB-RPT06-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-RPT06-P:9182","IIS Admin Service"
"KC-WEB-RPT06-P:9182","World Wide Web Publishing Service"
"kc-web-wse01-d.servicemanagement.com:9182","Server Service"
"kc-web-wse01-d.servicemanagement.com:9182","Workstation Service"
"kc-web-wse01-d.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse01-d.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse01-d.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse01-d.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse01-p.servicemanagement.com:9182","Server Service"
"kc-web-wse01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse01-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse02-p.servicemanagement.com:9182","Server Service"
"kc-web-wse02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse02-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse03-p.servicemanagement.com:9182","Server Service"
"kc-web-wse03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse03-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse04-p.servicemanagement.com:9182","Server Service"
"kc-web-wse04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse04-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse05-p.servicemanagement.com:9182","Server Service"
"kc-web-wse05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse05-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse06-p.servicemanagement.com:9182","Server Service"
"kc-web-wse06-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse06-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse06-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse06-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse06-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse07-p.servicemanagement.com:9182","Server Service"
"kc-web-wse07-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-wse07-p.servicemanagement.com:9182","Workstation Service"
"kc-web-wse07-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-wse07-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse07-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse08-p:9182","Server Service"
"kc-web-wse08-p:9182","Workstation Service"
"kc-web-wse08-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-wse08-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-wse08-p:9182","Quest KACE One Agent Service"
"kc-web-wse08-p:9182","Symantec Endpoint Protection Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Server Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Workstation Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-wse-rplw01-d.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Server Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Workstation Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-wse-rplw01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Server Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Workstation Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-wse-uat01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-brok01.servicemanagement.com:9182","Server Service"
"kc-xen-brok01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-brok01.servicemanagement.com:9182","Workstation Service"
"kc-xen-brok01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-brok01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-brok01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-brok02.servicemanagement.com:9182","Server Service"
"kc-xen-brok02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-brok02.servicemanagement.com:9182","Workstation Service"
"kc-xen-brok02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-brok02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-brok02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-mast-int.servicemanagement.com:9182","Server Service"
"kc-xen-mast-int.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-mast-int.servicemanagement.com:9182","Workstation Service"
"kc-xen-mast-int.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-mast-int.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-mast-int.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-101.servicemanagement.com:9182","Server Service"
"kc-xen-sess-101.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-sess-101.servicemanagement.com:9182","Workstation Service"
"kc-xen-sess-101.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-sess-101.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-sess-101.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-103.servicemanagement.com:9182","Server Service"
"kc-xen-sess-103.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-sess-103.servicemanagement.com:9182","Workstation Service"
"kc-xen-sess-103.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-sess-103.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-sess-103.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-203.servicemanagement.com:9182","Server Service"
"kc-xen-sess-203.servicemanagement.com:9182","Workstation Service"
"kc-xen-sess-203.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-203.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-sess-203.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-sess-203.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-sess-204.servicemanagement.com:9182","Server Service"
"kc-xen-sess-204.servicemanagement.com:9182","Workstation Service"
"kc-xen-sess-204.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-204.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-sess-204.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-sess-204.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-sess-205.servicemanagement.com:9182","Server Service"
"kc-xen-sess-205.servicemanagement.com:9182","Workstation Service"
"kc-xen-sess-205.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-sess-205.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-sess-205.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-sess-205.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-stor01.servicemanagement.com:9182","Server Service"
"kc-xen-stor01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-stor01.servicemanagement.com:9182","Workstation Service"
"kc-xen-stor01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-stor01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-stor01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-xen-stor02.servicemanagement.com:9182","Server Service"
"kc-xen-stor02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-xen-stor02.servicemanagement.com:9182","Workstation Service"
"kc-xen-stor02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-xen-stor02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-xen-stor02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"smg-dev-web01.servicemanagement.com:9182","Server Service"
"smg-dev-web01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"smg-dev-web01.servicemanagement.com:9182","Workstation Service"
"smg-dev-web01.servicemanagement.com:9182","Quest KACE One Agent Service"
"smg-dev-web01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"smg-dev-web01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"smg-dev-web01.servicemanagement.com:9182","World Wide Web Publishing Service"
"use-addc03-p.servicemanagement.com:9182","Server Service"
"use-addc03-p.servicemanagement.com:9182","Workstation Service"
"use-addc03-p.servicemanagement.com:9182","Netlogon Service"
"use-addc03-p.servicemanagement.com:9182","Kerberos KDC Service"
"use-addc03-p.servicemanagement.com:9182","DNS Server Service"
"use-addc03-p.servicemanagement.com:9182","DFS Replication Service"
"use-addc03-p.servicemanagement.com:9182","Active Directory Web Services"
"use-addc03-p.servicemanagement.com:9182","Active Directory Domain Services"
"use-addc04-p.servicemanagement.com:9182","Server Service"
"use-addc04-p.servicemanagement.com:9182","Workstation Service"
"use-addc04-p.servicemanagement.com:9182","Netlogon Service"
"use-addc04-p.servicemanagement.com:9182","Kerberos KDC Service"
"use-addc04-p.servicemanagement.com:9182","DNS Server Service"
"use-addc04-p.servicemanagement.com:9182","DFS Replication Service"
"use-addc04-p.servicemanagement.com:9182","Active Directory Web Services"
"use-addc04-p.servicemanagement.com:9182","Active Directory Domain Services"
"USE-INC-SQL06-S:9182","Server Service"
"USE-INC-SQL06-S:9182","Workstation Service"
"USE-INC-SQL06-S:9182","Quest KACE Agent WatchDog Service"
"USE-INC-SQL06-S:9182","Quest KACE Offline Scheduler Service"
"USE-INC-SQL06-S:9182","Quest KACE One Agent Service"
"USE-INC-SQL06-S:9182","Symantec Endpoint Protection Service"
"USE-INT-SQL06-P:9182","Server Service"
"USE-INT-SQL06-P:9182","Workstation Service"
"USE-INT-SQL06-P:9182","Quest KACE Agent WatchDog Service"
"USE-INT-SQL06-P:9182","Quest KACE Offline Scheduler Service"
"USE-INT-SQL06-P:9182","Quest KACE One Agent Service"
"USE-INT-SQL06-P:9182","Symantec Endpoint Protection Service"
"USE-RPT-SQL20-P:9182","Server Service"
"USE-RPT-SQL20-P:9182","Workstation Service"
"USE-RPT-SQL20-P:9182","Quest KACE Agent WatchDog Service"
"USE-RPT-SQL20-P:9182","Quest KACE Offline Scheduler Service"
"USE-RPT-SQL20-P:9182","Quest KACE One Agent Service"
"USE-RPT-SQL20-P:9182","Symantec Endpoint Protection Service"
"USE-RPT-SQL20-S:9182","Server Service"
"USE-RPT-SQL20-S:9182","Workstation Service"
"USE-RPT-SQL20-S:9182","Quest KACE Agent WatchDog Service"
"USE-RPT-SQL20-S:9182","Quest KACE Offline Scheduler Service"
"USE-RPT-SQL20-S:9182","Quest KACE One Agent Service"
"USE-RPT-SQL20-S:9182","Symantec Endpoint Protection Service"
"USE-RPT-SQL21-P:9182","Server Service"
"USE-RPT-SQL21-P:9182","Workstation Service"
"USE-RPT-SQL21-P:9182","Quest KACE Agent WatchDog Service"
"USE-RPT-SQL21-P:9182","Quest KACE Offline Scheduler Service"
"USE-RPT-SQL21-P:9182","Quest KACE One Agent Service"
"USE-RPT-SQL21-P:9182","Symantec Endpoint Protection Service"
"USE-RS-SQL20-P:9182","Server Service"
"USE-RS-SQL20-P:9182","Workstation Service"
"USE-RS-SQL20-P:9182","Quest KACE Agent WatchDog Service"
"USE-RS-SQL20-P:9182","Quest KACE Offline Scheduler Service"
"USE-RS-SQL20-P:9182","Quest KACE One Agent Service"
"USE-RS-SQL20-P:9182","Symantec Endpoint Protection Service"
"USE-SSIS20-S:9182","Server Service"
"USE-SSIS20-S:9182","Workstation Service"
"USE-SSIS20-S:9182","Quest KACE Agent WatchDog Service"
"USE-SSIS20-S:9182","Quest KACE Offline Scheduler Service"
"USE-SSIS20-S:9182","Quest KACE One Agent Service"
"USE-SSIS20-S:9182","Symantec Endpoint Protection Service"
"USE-SSIS20-S:9182","Server Service"
"USE-TRN-SQL20-P:9182","Server Service"
"USE-TRN-SQL20-P:9182","Workstation Service"
"USE-TRN-SQL20-P:9182","Quest KACE Agent WatchDog Service"
"USE-TRN-SQL20-P:9182","Quest KACE Offline Scheduler Service"
"USE-TRN-SQL20-P:9182","Quest KACE One Agent Service"
"USE-TRN-SQL20-P:9182","Symantec Endpoint Protection Service"
"USE-TRN-SQL20-S:9182","Server Service"
"USE-TRN-SQL20-S:9182","Workstation Service"
"USE-TRN-SQL20-S:9182","Quest KACE Agent WatchDog Service"
"USE-TRN-SQL20-S:9182","Quest KACE Offline Scheduler Service"
"USE-TRN-SQL20-S:9182","Quest KACE One Agent Service"
"USE-TRN-SQL20-S:9182","Symantec Endpoint Protection Service"
"USE-TRN-SQL20-S:9182","Server Service"
"USE-TRN-SQL21-P:9182","Server Service"
"USE-TRN-SQL21-P:9182","Workstation Service"
"USE-TRN-SQL21-P:9182","Quest KACE Agent WatchDog Service"
"USE-TRN-SQL21-P:9182","Quest KACE Offline Scheduler Service"
"USE-TRN-SQL21-P:9182","Quest KACE One Agent Service"
"USE-TRN-SQL21-P:9182","Symantec Endpoint Protection Service"
"usnc-addc01-p.servicemanagement.com:9182","Server Service"
"usnc-addc01-p.servicemanagement.com:9182","Workstation Service"
"usnc-addc01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"usnc-addc01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
